"新罕布什尔号","SSN778","弗吉尼亚级","攻击核潜艇","2008年","服役","114.9","10.4","244.0","","","34","7800"
"新墨西哥号","SSN779","弗吉尼亚级","攻击核潜艇","2010年","服役","114.9","10.4","244.0","","","34","7800"
"密苏里号","SSN780","弗吉尼亚级","攻击核潜艇","2010年","服役","114.9","10.4","244.0","","","34","7800"
"加利福尼亚号","SSN781","弗吉尼亚级","攻击核潜艇","2011年","服役","114.9","10.4","244.0","","","34","7800"
"密西西比号","SSN782","弗吉尼亚级","攻击核潜艇","2012年","服役","114.9","10.4","244.0","","","34","7800"
"明尼苏达号","SSN783","弗吉尼亚级","攻击核潜艇","2013年","服役","114.9","10.4","244.0","","","34","7800"
"北达科他号","SSN784","弗吉尼亚级","攻击核潜艇","2013年","服役","114.9","10.4","244.0","","","34","7800"
"约翰·沃纳号","SSN785","弗吉尼亚级","攻击核潜艇","2015年","服役","114.9","10.4","244.0","","","34","7800"
"伊利诺伊号","SSN786","弗吉尼亚级","攻击核潜艇","2016年","服役","114.9","10.4","244.0","","","34","7800"
"华盛顿号","SSN787","弗吉尼亚级","攻击核潜艇","2017年","服役","114.9","10.4","244.0","","","34","7800"
"科罗拉多号","SSN788","弗吉尼亚级","攻击核潜艇","","舾装","114.9","10.4","244.0","","","34","7800"
"印第安纳号","SSN789","弗吉尼亚级","攻击核潜艇","","舾装","114.9","10.4","244.0","","","34","7800"
